company_name,stage,sector,focus_area,founder_personality_type,annual_revenue,monthly_burn,cash_reserves,team_size,product_maturity_score,market_share_percent,competitive_advantage_score,adaptability_score,investor_quality_score,advisor_network_strength,regulatory_risk_score,technology_risk_score,market_risk_score,exit_valuation
Comp_16,Seed,FinTech,General,visionary,163893553.5782779,10939895.645745067,59929739.49997693,23,7.272035153132856,12.03700123367937,7.3662127751513395,6.117324157462128,8.63339323558696,6.764615513312121,1.5552811956987942,6.714604667446753,3.735781427473355,697519171.6268733
Comp_17,Series A,HealthTech,General,visionary,30386961.850177925,24184410.569236856,248351097.5676066,37,5.47167628286235,6.519578032059142,6.026418589121485,6.2619618873487894,9.106044757773809,4.138583739664381,2.3990385804203536,3.402511793876804,5.241822838261901,581715189.7152828
Comp_18,Series A,FinTech,General,technical,189346385.80082718,70490674.41096005,161328707.94706088,58,4.62246278092092,3.5882075215574556,7.017905271979178,8.990904864999406,6.293657141695833,8.418285256966346,3.1690978913621963,4.622121504853608,3.8909863748173756,111412832.23774222
Comp_19,Seed,ClimateTech,Live Healthy,visionary,1631245653.8971803,5770579.134221604,83536102.49405345,43,8.582769444183032,8.790944774253587,8.523849178211453,7.757097174163543,5.177186071285168,4.83315584353297,5.281263106027199,7.806479450666469,6.232889873403406,169559268.37775543
Comp_20,Seed,EdTech,Mitigate Climate Change,executor,22719382.328255124,28556040.58610752,8201133.7563375775,44,6.086251244087353,8.759398178152859,8.538447438503582,9.462648185985241,7.209420418105447,6.7837833239531555,7.910598381613171,3.1713326572769827,5.593029126742037,1837870077.745283
Comp_21,Series A,EdTech,Live Healthy,visionary,935621608.3194842,6486886.8869942045,32431895.255555518,13,5.5291866401544905,13.287574041030492,6.110992403267817,6.0351786478041305,6.445072960558855,6.438417398536325,2.929194123864636,5.159683094549505,4.753947796268644,5024861.025486899
Comp_22,Series A,ClimateTech,Live Healthy,technical,1145030756.7850814,7085500.202701428,56820243.12654019,63,5.521855908515571,4.088461789846024,8.97225343839971,7.32693865980016,5.838488765992452,7.336120603423929,2.243792745325133,1.4494898281098831,7.562652937893897,1454515676.0250437
Comp_23,Series A,ClimateTech,Enhance Urban Lifestyle,technical,35742512.64266404,12733837.455127236,191307671.14154875,65,7.001983310691335,6.777624205781128,7.8706966408005465,6.597466883612793,9.162829924183583,7.337681739426338,6.344443063822733,5.755885394542421,5.262356324885308,1726549715.4232616
Comp_24,Seed,SaaS,Live Healthy,executor,428189731.6970818,5944815.603168837,9600923.646328213,42,6.764955024672787,8.642220601625354,5.276955679070683,8.262643423317362,7.419778195685704,7.098201165725539,7.020058614304435,4.642141463576888,2.9695513467733052,4376928.539577197
Comp_25,Series A,HealthTech,Mitigate Climate Change,technical,645365981.8794614,1736404.2542716342,146574364.19236368,10,5.786401050735027,12.996176552453617,7.237422753801436,6.581131230030037,9.175382009887338,5.319593437000001,2.7149969545739028,3.1443927066709625,4.276561760187775,442703683.81370133
Comp_26,Seed,EdTech,Enhance Urban Lifestyle,visionary,163016456.37135133,10005591.927272303,88943213.32487193,31,5.9334439414149065,12.418265229596477,7.1021863872998745,9.300796724448112,7.84023620520822,7.49121323724485,7.661167514988257,7.85313360224961,2.9601345110293344,898083032.8431215
Comp_27,Seed,HealthTech,General,executor,38230845.3481427,18013219.206794985,148889741.60359535,58,6.923083892794935,8.287184296720719,5.458622523259633,9.003041285719075,8.478131695786383,8.478874215593457,6.510651418375595,3.7481598004258583,4.9682501761810105,1664019432.091307
Comp_28,Series A,HealthTech,Enhance Urban Lifestyle,technical,50472018.95796832,17689832.607298926,635141208.1376508,53,8.293422277281984,7.005756577314941,5.8004978909102185,6.268263639272148,8.57682658176688,7.58533700517746,5.025034091474342,3.8263845747862946,1.3718502858295643,833224014.7726681
Comp_29,Seed,FinTech,General,executor,48787589.78951597,11054856.15413788,154938453.47702357,78,6.410381916814503,2.536843258299734,8.149155767822638,9.000445022269373,7.720101158482349,5.904080935553399,4.17939016371219,3.4693119734391384,1.2521403188602191,324668097.5383985
Comp_30,Seed,FinTech,Live Healthy,visionary,327220946.3204141,8130685.835259285,2115138.7620736826,33,8.466907220729627,9.664302921142454,8.575803596049694,9.499103919492528,7.989706516945284,8.246710517691579,3.1458589086528685,3.811430799086715,4.8479831055795275,83435150.83442259
Comp_31,Seed,SaaS,Live Healthy,visionary,137412380.16218486,13669235.678969376,26242634.663452625,17,4.295587988656579,8.771741640221695,7.473396584657616,7.42919881631096,8.500009414285369,5.783749282101698,5.721837312886948,7.444591894353842,2.384298685093894,1224003029.325295
Comp_32,Seed,ClimateTech,Live Healthy,technical,98588304.61415198,10988471.647496128,287333832.37693286,57,6.4514960019199545,4.557858833744603,5.918932491202778,6.588410471490557,7.431118891964578,8.974045392411206,7.493781739861275,1.6584535027156373,2.58149720570389,189723624.29169312
Comp_33,Series A,HealthTech,General,executor,14496942.934323395,8772689.057690782,140636303.58742398,63,5.795597721466072,10.563719399334165,7.512438256962842,6.737319051899939,7.27790937637054,4.11112080163231,7.368095790245933,6.738101555532921,3.646408302634245,1519605005.2471466
Comp_34,Seed,ClimateTech,General,executor,31217309.85391914,14052087.84791693,76930526.37225103,58,8.246400903644805,4.157948800965797,8.667086811928426,8.966759896553235,7.469133465347913,5.13700726501775,2.1215205930725287,4.048719663367565,5.432903186563107,55030061.635300666
Comp_35,Series A,EdTech,General,visionary,501964828.8100775,37133403.268063836,41660450.543203674,10,5.8509932447997235,14.455745603890954,6.983660175614783,9.476284163608945,5.142114448156784,5.637529204914245,6.8333551790525435,5.207487150217197,7.145470869735909,2153331878.8419094
Comp_36,Seed,FinTech,Mitigate Climate Change,visionary,1162110318.4379442,3750849.2034913776,61456626.002874725,33,5.157502130282424,12.390988388577798,8.34677107267708,8.941187676098387,6.400707972992013,7.060135837985953,2.786520856345788,2.441012384466977,2.8227749468201067,727579118.2380716
Comp_37,Series A,SaaS,General,visionary,11745592.584467929,440258.4859663899,77020953.77599855,16,8.818583286765918,6.462758632996455,6.362754225130048,7.264697491573536,5.703140434296297,5.321745862855358,3.954150244763854,3.1203044500354453,2.748522167801777,7172893601.277763
Comp_38,Seed,EdTech,General,visionary,270624478.0679928,2440168.0397823714,33327827.31347595,48,4.404363560292996,12.992605409311738,7.956831399793191,8.044844296376773,7.122312613094648,7.065600962417791,1.744954099278647,5.873474164452978,6.490814608871278,69171421.56040217
Comp_39,Series A,HealthTech,Mitigate Climate Change,visionary,17381323.050355703,5441662.103332589,15962704.762246098,39,5.909943150374451,10.72830420694382,8.357605354173213,7.387212954222987,8.521810661808082,4.342529295641584,2.064694357829266,1.051788347698087,2.0215103404223336,27566273.508438263
Comp_40,Series A,HealthTech,Mitigate Climate Change,technical,53627026.37642179,7498798.98902002,27347302.970840123,15,8.642378315451715,12.426270177961896,5.711135510572452,6.873169200329538,9.218488032328514,7.285206445487441,4.370585701291807,7.279451863760205,6.787181081599493,1737277281.8173225
Comp_41,Series A,FinTech,Mitigate Climate Change,visionary,617343478.321531,5487863.664011926,197999573.11337844,49,4.215472241799583,5.624886053559303,5.48894550849324,6.132052762436812,9.482327574228485,4.346051633674126,3.1574181576451315,1.1413740019598864,7.609243932125175,88651994.25413361
Comp_42,Seed,HealthTech,Live Healthy,executor,285714565.11117923,3950460.2369395797,208285441.4885526,70,4.004433780028613,14.601517308393996,6.294598663269353,8.771996972767903,5.905413722529877,8.473068789840246,6.612455316285592,2.267337350320675,3.492378172669883,220406910.20630306
Comp_43,Seed,HealthTech,Mitigate Climate Change,technical,41818700.8984752,5507273.356899887,10953863.76250739,38,5.5924481955582,9.369670322633418,5.59888523029109,6.5404891271095185,5.479482884276136,8.191647738124825,4.150180878043604,5.104077427253856,3.8400924423997425,303581153.6644664
Comp_44,Seed,ClimateTech,Live Healthy,executor,26310752.288223647,24336104.506531563,11193243.247082686,51,8.385183820080371,11.915683500545299,5.672409544276076,7.979679832605392,8.832556659101972,8.20290410524461,1.8401744945510683,1.1121422870330924,7.913331852200066,12053539.359350188
Comp_45,Seed,FinTech,Live Healthy,visionary,1272063770.4988976,3124395.1166502372,865023111.7192863,31,6.991010394199277,10.881737706426135,9.335979300209438,6.323070850895612,5.496045224781029,8.60501675758922,2.7210662306610747,4.157739956553976,5.900165487878709,680461804.2304592
Comp_46,Seed,EdTech,Mitigate Climate Change,technical,120921399.6151957,5524189.004144058,29141810.5053422,11,7.287289984716342,6.532131697805589,8.5741710991406,6.888082082985262,5.984187726069761,7.841692734486736,5.931219832945157,5.769351090437403,7.238327694166229,4213253434.640078
Comp_47,Series A,FinTech,Live Healthy,visionary,25510851.432374343,705628.6876110876,87279655.84782569,59,4.063822869755086,7.1496571306390635,5.215476476144539,6.363258630380496,7.744793156940082,4.476884616021859,2.6850193341649,2.420585541654519,6.747540520135126,205865319.90597138
Comp_48,Series A,HealthTech,General,technical,545702510.1589592,12385025.49317122,5699733.939494142,67,4.590875937644653,2.2504234205310825,7.842320719427536,9.308136990484972,6.673704381835333,7.027108525061965,7.071210934934711,1.2869062018858095,2.380430546214252,2897850649.3898687
Comp_49,Seed,SaaS,Live Healthy,visionary,4936998.3013058435,10616754.586810617,51762458.35936561,66,6.229456517366197,4.764813605803299,8.54466282284864,8.33251263597673,9.420505303175268,4.177190242067567,4.6483063591112685,6.151597048594803,5.701131033170337,3762537896.6354237
Comp_50,Seed,FinTech,Live Healthy,executor,54181093.637872726,5280309.1737625245,56673431.086718164,37,6.559561831028901,12.474000819498404,6.4009918248821265,8.706302889404752,6.2954275634464505,5.000056124565115,6.499680654849132,2.852302278005724,3.6928144687811284,202051073.22678092
Comp_51,Seed,HealthTech,Mitigate Climate Change,executor,21548868.538307454,1582523.3281284315,39094027.152237065,68,7.8396775563605114,2.1643761438117792,7.3361602249596904,7.113949319510649,6.472881746282761,7.987896357071672,6.036325559413515,3.3451460373358426,5.366232833853258,258090690.22177303
Comp_52,Seed,FinTech,Enhance Urban Lifestyle,executor,32370101.666082587,33475478.016967535,43099269.3941882,11,8.174950329170079,7.729335883995542,8.951733830058913,6.370292583114264,7.569377248876608,5.585445232222811,2.3874901069580554,7.343342917961938,5.209876515493963,222605357.49609846
Comp_53,Series A,SaaS,Enhance Urban Lifestyle,executor,200284215.1831342,9367648.65492186,231261521.96292987,60,8.118620588667394,7.608639214571283,7.6581707046560386,8.083377348568394,7.181518153429209,6.445329596169404,3.44712443016451,5.791974748420124,4.580748414453462,480564418.10568404
Comp_54,Series A,EdTech,Live Healthy,visionary,24200078.448601283,64125568.950302035,524870831.644034,57,8.578346694736176,11.917990989266476,8.639439987394189,6.087318226019853,5.936578403046709,6.133665505572781,4.03357737410062,6.966411784841179,4.94532269110149,498410562.1670673
Comp_55,Series A,ClimateTech,Enhance Urban Lifestyle,visionary,137782725.89556637,21270588.704854175,28664508.193027847,38,5.717922083782266,6.2588362387167855,8.927984469788923,7.772555920897185,8.25476757817016,4.951205196398747,5.7407981716479535,2.137559328791419,6.133079005940645,112422864.51463164
Comp_56,Seed,FinTech,Live Healthy,technical,16733153.196987322,2905343.445382763,14026129.700712636,58,8.179614669877694,6.0130152566285515,9.25154046239432,6.750252634093837,9.135767841525732,6.820618382236188,6.640391403691214,4.23238379165181,4.447651542452165,865327172.9240572
Comp_57,Seed,FinTech,Mitigate Climate Change,visionary,111028324.582352,45918662.708105855,24557321.646899458,77,6.166047672125799,4.0523442083094565,5.319367238921699,8.885942732554138,7.3707414491887295,6.335484681552726,5.814964007344254,3.6184375461384155,2.729243779694622,8120196310.057721
Comp_58,Series A,ClimateTech,Mitigate Climate Change,visionary,120447656.212928,88149852.37678008,16842333.43345686,74,5.806619029579716,1.6549219439392804,6.995644505698147,7.724692233821468,5.185998938523726,7.4112321287781935,3.177825764334551,4.460406464780833,4.943513297326643,3952135205.6278505
Comp_59,Series A,HealthTech,Live Healthy,visionary,39029052.32187107,19819327.964755353,1560364781.5075803,17,4.4928522234359045,8.256385859450125,9.043484054785356,8.744641198566299,6.575698039354087,7.150360244563522,5.533824903800697,5.49581428099802,1.1593785905320595,5265221838.145366
Comp_60,Series A,HealthTech,Live Healthy,executor,4436648.795980419,3240964.017790096,11290262.176304044,71,6.811971327589069,5.206354833911369,7.047228760519781,8.594049409124109,6.988016701011741,8.859996207772529,3.976162493057415,2.404455899929423,5.29886997231479,227661985.5333698
Comp_61,Series A,ClimateTech,Mitigate Climate Change,technical,60128890.309001565,6036317.135610042,8098465.960143291,73,6.66453906243288,11.848678355544056,5.564890753791521,7.730025393231594,6.913494174964559,4.377302923052913,5.3804578290297265,2.1801816974639183,7.807789912377952,604351927.1577021
Comp_62,Seed,EdTech,General,technical,8974036.684375526,7385106.514676074,17796467.291926965,33,5.4901211727442565,12.496224121950819,7.985576346493177,6.905886322672791,6.730229785915183,6.795465154862752,1.8886164794444404,7.810982709338443,1.5772760758965618,24855099.577299915
Comp_63,Seed,ClimateTech,Enhance Urban Lifestyle,executor,127102609.9973698,2894226.496804824,35265592.139024094,39,7.018877855265892,3.783857062238301,6.971141623508403,6.156234706569745,5.449974624603817,5.951051401002463,6.749013208190589,5.486359015417352,4.0152821985521925,2226298402.285729
Comp_64,Seed,EdTech,Live Healthy,technical,80660695.49986625,11283365.757832319,35102751.488339745,27,4.37350524682063,7.764743889231402,6.293440794829067,8.298394136629229,5.295772295028219,4.2389704996676025,6.195619326037999,5.007750915365951,3.646178473989425,16169488780.54381
Comp_65,Seed,SaaS,General,technical,4155104.2831520513,22325894.195496216,43546519.07160372,68,5.688566999864252,10.966384312352751,7.10344532981102,7.5461437709274195,7.0302751464503235,7.812238944000282,3.566616292534233,7.787858273882216,4.153545710656292,11158472200.717588
Comp_66,Seed,EdTech,General,visionary,111346796.29587708,17309089.103623223,229351014.9540203,67,6.307063963630525,2.9794504220154208,9.434650129322057,7.115546413877306,7.192793945956375,6.352189720692521,4.121060207864029,4.793573842198202,6.288502996229357,839508026.6025469
Comp_67,Seed,SaaS,General,visionary,48485338.459529765,2704750.543812365,9146234.310245752,25,8.073619310915124,13.07427934741319,7.573168626987641,7.526126130144728,7.275574809467569,4.462833062965521,5.798749673233772,5.582606820212227,7.514233253496105,119961864.94995612
Comp_68,Seed,SaaS,Enhance Urban Lifestyle,technical,30234082.816818066,3096784.276897381,467255957.680313,20,8.379342700845282,1.7229817221821018,8.504780872167883,6.629435527218547,8.537345514874342,8.005060449225795,1.2784475797071604,7.051916593631358,6.656396299895284,34232936.63718051
Comp_69,Seed,FinTech,General,executor,4742741.714740016,8062838.734998229,99573287.52170295,27,7.946963028239395,3.216225134027566,6.687394472257112,7.323571833397863,8.448589911473615,5.659788601712524,5.245347829673362,3.037975603398464,5.0396937932021775,11166088745.136122
Comp_70,Series A,EdTech,Enhance Urban Lifestyle,executor,47329765.010838464,6151650.377541608,61360846.357276045,73,4.712997136644705,11.819388357265058,8.32233340844495,6.10423436299518,8.69575484014603,4.69673956794295,3.0633280232908318,5.011393706722636,7.444864090696951,743685140.3922415
Comp_71,Seed,EdTech,Mitigate Climate Change,technical,46894833.51129487,1974787.4302209674,11505213.842817731,64,6.1389892463065046,7.772598776925776,8.99270585124172,8.575953893369181,8.642748334731895,8.212968361173356,5.5060369427192075,1.8780085880137296,4.411485552385251,137899178.4667861
Comp_72,Seed,EdTech,General,visionary,30114734.92004655,111037262.7978732,63432105.24045224,66,4.695651787879349,5.088310859583251,5.135191362386974,7.847709584713831,7.576766337441683,4.864873478508983,6.957421582128963,1.509003908000905,5.935273597339359,2073928156.8108816
Comp_73,Seed,SaaS,Enhance Urban Lifestyle,visionary,55872758.80887919,3158307.0813085455,57707010.288550936,68,6.267039424889754,7.454790765510026,9.245172133321198,6.1474651700871155,5.288119984052549,7.630200460815615,3.6533668181298613,1.5854772210762993,1.3428963260908886,1349904459.5069752
Comp_74,Seed,HealthTech,Enhance Urban Lifestyle,visionary,78159829.98242292,4261683.694460265,2933791.772239117,39,7.66769620203794,9.320216886164943,7.954891025956986,6.60319306436387,5.517422940698179,4.287722070278163,7.841253770844861,7.814506923048622,5.136634401459119,91574794.36055732
Comp_75,Series A,EdTech,Live Healthy,visionary,1184389361.4180946,4728666.120958952,2731640076.6398506,29,7.8836692968089235,12.822121132743623,8.18401322335312,8.881941734595532,9.105761505539709,7.164895167165091,4.440085971330045,3.7009661845023842,2.7880173306012423,235228421.1719961
Comp_76,Series A,HealthTech,Mitigate Climate Change,visionary,157597851.6692125,35193206.18051718,66237533.338394776,58,8.638353323204127,14.455739410702305,5.3974017700540875,7.654210657153035,7.0466252440224855,7.46450879803503,6.027761278557125,6.836779924121334,6.896553059783953,194724993.96531504
Comp_77,Seed,FinTech,Mitigate Climate Change,executor,50513496.20556008,2498569.2969367364,787314407.7500552,27,5.995263764344073,6.465761937520693,5.695368179522471,7.219752678379376,6.415528126198953,7.810695246983913,4.5871412204849396,2.5086391121706977,6.684071808279949,61548450.80262373
Comp_78,Series A,EdTech,General,technical,62131577.23079274,2898987.9577509183,43874356.1522752,14,8.966255338670495,9.30425633539629,8.318030072535606,6.467770294743839,8.600363625971255,5.451094893604525,2.592987294476263,7.854936513882805,6.883363894156402,22717892.636096895
Comp_79,Seed,ClimateTech,General,executor,103960635.43302423,19682783.405638486,73022540.92139283,63,8.184805298059924,12.41571392852072,7.437022744647635,7.785060272349735,5.633687643675612,4.407799060303379,5.908982088608094,7.263078430798005,7.313454554220367,612522216.4443374
Comp_80,Seed,SaaS,Enhance Urban Lifestyle,technical,39490550.44923653,43765284.27466746,177766488.1298146,59,4.9385173939868245,9.133283743006462,5.092756018904041,8.77983033613492,7.481399971595026,5.124195190895456,5.018271840902886,6.879465009643688,2.1497669806434025,412371286.1369262
Comp_81,Series A,EdTech,Live Healthy,technical,3093870.102554027,32189776.02023516,10395795.225778315,30,5.277492888684346,12.643982360706914,7.500632134347528,7.998350609748721,5.8629398445790954,5.013826601335888,3.470948871574224,6.728319005199313,2.860654184801599,9656209584.286972
Comp_82,Seed,ClimateTech,General,visionary,53624509.75008911,195886878.17911428,332080065.6631539,14,4.3805682784170585,12.530138668971123,6.087826971621115,9.496943268720857,7.882386249590671,6.230209175396232,6.2193339397119605,7.769249094503002,3.43994993577258,1715019764.2371132
Comp_83,Seed,HealthTech,General,executor,163806352.0943318,15090736.110772204,254997248.33312783,42,7.200478651021147,2.7102785684660686,5.390634569005061,6.232905689113341,5.581337507468227,4.480391933849838,2.9487781167824676,3.6539441292331123,1.3741506612442964,454670752.5014036
Comp_84,Series A,FinTech,Live Healthy,technical,21611219.472038858,5938848.507582665,523968572.4280685,21,5.449625402386741,11.896554982313742,6.597661051657697,7.020137780649566,6.141765062698269,4.227419445842778,6.0198840863238,7.309599165707812,3.942615428764978,3885313711.5334167
Comp_85,Series A,SaaS,Mitigate Climate Change,executor,804782896.661845,33835920.809337646,12125672.004621718,76,4.9700061878610295,8.304932070359897,6.706705737229735,8.292998667785065,7.0989622965698596,5.974636462344133,7.151170283750446,3.670125097319825,3.8600220340154303,11072183.590588672
Comp_86,Series A,FinTech,Live Healthy,technical,8217383.617420267,4445992.070154862,36229098.25968305,40,4.700938905129571,14.95606031709152,7.016628103337613,7.774296949440272,6.1858859384533105,4.547853331363991,1.2455820497047712,2.3086323893051395,2.2289485487932987,198860641.6880999
Comp_87,Seed,FinTech,Mitigate Climate Change,visionary,100053470.73275627,11516516.512512354,2287332180.2551217,31,8.453503685386217,7.670843280495244,8.170423836913272,8.490016976871294,9.45207375011222,8.628921474390879,5.119135726087004,2.4960074539822457,3.6757357047231194,106142813.91528332
Comp_88,Seed,FinTech,Live Healthy,visionary,81543807.73577295,2376327.1330563873,855422919.0504832,31,4.617711211224393,8.122242884131335,6.219227772038828,6.407568721863697,7.500211404332626,7.017522851018342,6.134458501741794,6.040899167269149,6.03418387293644,19988798.16363373
Comp_89,Series A,SaaS,Enhance Urban Lifestyle,visionary,116749546.81637833,11536165.575917818,232082412.17986268,23,8.645363790480644,8.45139024645166,6.192864477801672,7.581049544001511,6.853353096879366,7.958419260513292,6.933466972730665,1.154808631627452,6.477348490584278,904126877.7097934
Comp_90,Seed,EdTech,Enhance Urban Lifestyle,visionary,128595631.46670239,29176075.47229922,57040164.888009295,43,4.432725765865975,6.7060435804052645,7.420654427572543,6.332258579970464,7.6928932088206565,7.016956360499899,6.918239606998743,5.497769893342868,2.9067797789385916,167385103.48012105
Comp_91,Series A,ClimateTech,General,technical,27960682.000544205,43056272.62552005,514705188.35891974,55,8.951121008669345,3.584769669671893,9.106318795224254,8.852379182974754,5.347084810598986,8.618286615886253,6.2084413710202195,5.801406354202117,7.651701156071646,3019111805.205724
Comp_92,Series A,ClimateTech,Live Healthy,visionary,95021625.56682369,1888706.3566503879,13721513.092967845,61,5.517186253437354,8.204366966774433,9.482084832417403,7.259362337862251,5.277095608498436,8.834455958764458,6.709615756724891,4.560081348366722,3.270155034195616,1385812016.8628216
Comp_93,Seed,SaaS,Mitigate Climate Change,technical,203416507.6737861,22438287.85834123,35247438.498687215,49,5.607444773574456,5.633832199220121,5.0572880038280745,9.307093997958443,6.5018344568702116,7.334580514032496,4.061438567335019,6.722281227766814,7.90512661217941,24442556.55742528
Comp_94,Series A,FinTech,Enhance Urban Lifestyle,technical,46983941.89526964,2983926.099769939,25703644.176324487,58,7.5054766961692705,14.54098777376343,5.356458870573496,8.25512660219243,9.401997725359498,7.180484302403107,3.728420545056775,6.775475541342836,4.494426660004544,1930821896.9577794
Comp_95,Seed,HealthTech,General,executor,1740017.5977427498,10259115.024856376,73673873.8080941,56,5.7608321689005315,2.0296008570654074,8.36871095765254,8.809614130734369,6.847101978845064,6.622751650890216,1.8281657579185988,4.613779851789452,6.096956513078417,60363983.64255116
Comp_96,Seed,ClimateTech,Enhance Urban Lifestyle,technical,14996234.86002116,3795127.9920299845,80459916.47771856,35,7.583353269438542,9.563647326608711,7.000691168232244,8.34906801265086,7.239236573925773,5.788126740580255,5.322611950991812,6.352827298501899,1.9118515037978812,89423552.99872078
Comp_97,Series A,EdTech,Enhance Urban Lifestyle,executor,258429740.01716977,6564606.834157096,26905783.078473262,35,4.165581939178287,6.848591436216373,6.505462554114472,8.143423857148315,6.826640170728742,8.4511188444956,3.1287273933057254,3.048831018074433,1.3429226668270062,1464463023.8683345
Comp_98,Seed,EdTech,Live Healthy,visionary,229447158.41714808,1298919.4159738827,59469751.80856075,60,8.279011833093126,5.587429340155986,6.97102975513708,7.4522478935777405,6.469241671816595,7.059261805190925,1.507831547517723,4.465813404418734,1.4484273317874494,22938172.520463128
Comp_99,Seed,SaaS,Enhance Urban Lifestyle,executor,19170599.265495185,5653803.99279214,212416949.1615018,45,5.018776027476591,1.5566116269630814,5.882212003941233,6.899655872788205,6.092822620346356,5.226652914178189,7.151101841991907,7.973805303190735,1.643967701879656,1077025195.998959
Comp_100,Seed,ClimateTech,Live Healthy,executor,94438795.28912613,8908050.410302848,1059657851.5044483,20,4.313804483795047,2.498296001459791,6.5463872763226965,6.933219226826619,7.607615411024202,6.252538795577173,5.691339185569346,4.65929801681266,6.15487830041961,2007090781.3868008
